PastMode,StationSelected,ACAIRB=Yes,MODEROT=PRESPOS,PRESPOS=UPDATE,UPDATTW=FLYOVER,UPDATTW=HUD,UPDATTW=RADAR,UPDATTW=TACLL,UPDATTW=Other,GUNNSEL=Yes,WDMFS,Data23=Sea,WeaponMode=BOC,MFSW=None,MFSW=TF,NonZeroDigitEntered,ENTERSW=On,FLYTOchanged,CurrentMode
UNone,,,,,,,,,,,,,,,,T,,,AflyUpd
